entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
mountain hare,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Meat, Molecules: 3"
lake trout,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
lemon sole,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
lumpsucker,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
scombridae,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
norway haddock,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
norway pout,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
oil palm,ingredient,0.0,0.116,0.379,0.126,0.358,"Category: Plant, Molecules: 95"
sago palm,ingredient,0.0,0.109,0.391,0.109,0.348,"Category: Plant, Molecules: 92"
persimmon,ingredient,0.0,0.117,0.383,0.128,0.351,"Category: Fruit, Molecules: 94"
pikeperch,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
pleuronectidae,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
rock ptarmigan,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Meat, Molecules: 3"
pacific ocean perch,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
black salsify,ingredient,0.0,0.117,0.383,0.128,0.351,"Category: Plant, Molecules: 94"
true seal,ingredient,0.0,0.0,0.0,0.5,0.5,"Category: Seafood, Molecules: 2"
red algae,ingredient,0.0,0.117,0.383,0.128,0.351,"Category: Seafood, Molecules: 94"
kombu,ingredient,0.0,0.117,0.383,0.128,0.351,"Category: Seafood, Molecules: 94"
snail,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Meat, Molecules: 4"
true sole,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
catfish,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Fish, Molecules: 4"
thistle,ingredient,0.0,0.117,0.383,0.128,0.351,"Category: Plant, Molecules: 94"
common tuna,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Fish, Molecules: 5"
cetacea,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Fish, Molecules: 3"
columbidae,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Meat, Molecules: 3"
conch,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Fish, Molecules: 93"
berry wine,ingredient,0.0,0.0,0.0,0.0,0.75,"Category: Beverage Alcoholic, Molecules: 4"
vodka,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Beverage Alcoholic, Molecules: 4"
ice cream,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
vermouth,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Beverage Alcoholic, Molecules: 3"
madeira wine,ingredient,0.0,0.0,0.0,0.5,0.5,"Category: Beverage Alcoholic, Molecules: 2"
nougat,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Dish, Molecules: 4"
toffee,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
cake,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
pizza,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
ymer,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dairy, Molecules: 3"
other snack food,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
pastry,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
dragée,ingredient,0.0,0.0,0.0,0.5,0.5,"Category: Dish, Molecules: 2"
chewing gum,ingredient,0.0,0.0,0.0,0.333,0.667,"Category: Dish, Molecules: 3"
marzipan,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
salad dressing,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
sauce,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
salt,ingredient,1.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
cream,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dairy, Molecules: 5"
sugar,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
sausage,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
meatball,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
pate,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
sugar substitute,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
meat bouillon,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
other meat product,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Meat, Molecules: 4"
whey,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Dairy, Molecules: 4"
casein,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Additive, Molecules: 3"
fruit preserve,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
leavening agent,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
marshmallow,ingredient,0.0,0.0,0.0,0.333,0.667,"Category: Bakery, Molecules: 3"
gelatin,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Additive, Molecules: 3"
water,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
other fish product,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Fish, Molecules: 5"
milk human,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Dairy, Molecules: 4"
dumpling,ingredient,0.0,0.0,0.0,0.5,0.5,"Category: Dish, Molecules: 2"
soup,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
syrup,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
remoulade,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
chocolate spread,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Plant Derivative, Molecules: 4"
fruit gum,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dish, Molecules: 3"
meringue,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Bakery, Molecules: 3"
cocoa butter,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Plant Derivative, Molecules: 4"
cocoa powder,ingredient,0.0,0.091,0.273,0.182,0.455,"Category: Plant Derivative, Molecules: 11"
chocolate,ingredient,0.0,0.077,0.0,0.154,0.769,"Category: Plant Derivative, Molecules: 13"
hot chocolate,ingredient,0.0,0.067,0.0,0.133,0.8,"Category: Beverage, Molecules: 15"
kefir,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dairy, Molecules: 3"
other fermented milk,ingredient,0.0,0.333,0.0,0.667,0.333,"Category: Dairy, Molecules: 3"
miso,ingredient,0.0,0.125,0.0,0.25,0.75,"Category: Additive, Molecules: 8"
tofu,ingredient,0.0,0.111,0.0,0.222,0.667,"Category: Plant Derivative, Molecules: 9"
zwieback,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
roe,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Fish, Molecules: 2"
cichlidae,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Fish, Molecules: 4"
icing,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Additive, Molecules: 4"
snack bar,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
green turtle,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Meat, Molecules: 2"
energy drink,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Beverage, Molecules: 3"
burrito,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
hamburger,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
chili,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
taco,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
tortilla,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
nachos,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
salad,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
dulce de leche,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dairy, Molecules: 3"
topping,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Additive, Molecules: 4"
sweet custard,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dairy, Molecules: 4"
egg roll,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
heart of palm,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Vegetable, Molecules: 2"
potato chip,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
tortilla chip,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
corn chip,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
hibiscus tea,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Beverage, Molecules: 2"
stew,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
gelatin dessert,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
junket,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dairy, Molecules: 2"
falafel,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
frybread,ingredient,0.0,0.5,0.0,0.5,0.5,"Category: Dish, Molecules: 2"
other frozen dessert,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
lasagna,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
morchella,ingredient,0.0,0.5,0.0,0.5,0.5,"Category: Fungus, Molecules: 2"
pancake,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
pectin,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Additive, Molecules: 2"
pudding,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
waffle,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
soy milk,ingredient,0.0,0.111,0.0,0.222,0.667,"Category: Beverage, Molecules: 9"
meatloaf,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
cocktail,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Beverage, Molecules: 2"
couscous,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
bulgur,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Cereal, Molecules: 3"
coffee mocha,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Beverage Caffeinated, Molecules: 2"
chimichanga,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
semolina,ingredient,0.0,0.2,0.0,0.4,0.6,"Category: Cereal, Molecules: 5"
tapioca pearl,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Vegetable Tuber, Molecules: 2"
tostada,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
quesadilla,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
baked potato,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
hot dog,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
spread,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Additive, Molecules: 3"
enchilada,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
nutritional drink,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Beverage, Molecules: 3"
other sandwich,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
ketchup,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
breakfast sandwich,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
adobo,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
macaroni and cheese,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
horned melon,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Fruit, Molecules: 93"
hushpuppy,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
fruit juice,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Beverage, Molecules: 5"
relish,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Dish, Molecules: 3"
fruit salad,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
soy yogurt,ingredient,0.0,0.0,0.0,0.0,0.833,"Category: Plant Derivative, Molecules: 6"
vegetarian food,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
cold cut,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
mixed nuts,ingredient,0.0,0.117,0.383,0.117,0.351,"Category: Nut, Molecules: 94"
babassu palm,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Plant, Molecules: 93"
cupuau,ingredient,0.0,0.105,0.379,0.105,0.368,"Category: Fruit, Molecules: 95"
shea tree,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Plant, Molecules: 93"
oil-seed camellia,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Plant, Molecules: 93"
ucuhuba,ingredient,0.0,0.106,0.383,0.106,0.351,"Category: Plant, Molecules: 94"
phyllo dough,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
cooking oil,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Additive, Molecules: 4"
pie crust,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
pie,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
shortening,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Additive, Molecules: 3"
soy cream,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Dish, Molecules: 1"
ice cream cone,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
molasses,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Additive, Molecules: 2"
nance,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Fruit, Molecules: 93"
natto,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
ravioli,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
scrapple,ingredient,0.0,0.0,0.0,0.0,0.333,"Category: Dish, Molecules: 3"
other pasta dish,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
succotash,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
tamale,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
rice cake,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
tree fern,ingredient,0.0,0.108,0.387,0.108,0.355,"Category: Plant, Molecules: 93"
evaporated milk,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dairy, Molecules: 2"
flour,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Cereal, Molecules: 3"
akutaq,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
pita bread,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
focaccia,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
bagel,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
other bread product,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Bakery, Molecules: 4"
piki bread,ingredient,0.0,0.5,0.0,0.5,0.5,"Category: Bakery, Molecules: 2"
french toast,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
oat bread,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
potato bread,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Bakery, Molecules: 3"
cornbread,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Maize, Molecules: 2"
corn grits,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Maize, Molecules: 4"
multigrain bread,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Bakery, Molecules: 3"
rice bread,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
pan dulce,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Bakery, Molecules: 3"
raisin bread,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
wonton wrapper,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Bakery, Molecules: 2"
trail mix,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
greenthread tea,ingredient,0.0,0.109,0.391,0.109,0.348,"Category: Beverage, Molecules: 92"
vegetable juice,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Beverage, Molecules: 4"
horchata,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Beverage, Molecules: 3"
soft drink,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Beverage, Molecules: 5"
milkshake,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Beverage, Molecules: 4"
chocolate mousse,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Bakery, Molecules: 3"
pupusa,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
empanada,ingredient,0.0,0.5,0.0,0.5,0.5,"Category: Dish, Molecules: 2"
arepa,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
ascidians,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Seafood, Molecules: 2"
gefilte fish,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
yellow pond lily,ingredient,0.0,0.117,0.383,0.117,0.351,"Category: Plant, Molecules: 94"
fish burger,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
other dish,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Dish, Molecules: 5"
pot pie,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
stuffing,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Additive, Molecules: 4"
fudge,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Bakery, Molecules: 3"
candy bar,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Bakery, Molecules: 4"
condensed milk,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dairy, Molecules: 2"
margarine,ingredient,0.0,0.25,0.0,0.5,0.5,"Category: Additive, Molecules: 4"
margarine like spread,ingredient,0.0,0.2,0.0,0.4,0.4,"Category: Additive, Molecules: 5"
hummus,ingredient,0.0,0.333,0.0,0.333,0.333,"Category: Dish, Molecules: 3"
potato puffs,ingredient,0.0,0.25,0.0,0.25,0.25,"Category: Dish, Molecules: 4"
potato gratin,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Dish, Molecules: 2"
chinese bayberry,ingredient,0.0,0.109,0.391,0.109,0.348,"Category: Berry, Molecules: 92"
green zucchini,ingredient,0.0,0.103,0.346,0.121,0.383,"Category: Vegetable, Molecules: 107"
yellow zucchini,ingredient,0.0,0.107,0.35,0.126,0.388,"Category: Vegetable, Molecules: 103"
saskatoon berry,ingredient,0.0,0.106,0.383,0.117,0.34,"Category: Berry, Molecules: 94"
nanking cherry,ingredient,0.0,0.106,0.383,0.117,0.34,"Category: Berry, Molecules: 94"
japanese pumpkin,ingredient,0.0,0.11,0.36,0.13,0.37,"Category: Fruit, Molecules: 100"
guinea hen,ingredient,0.0,0.0,0.0,0.0,0.5,"Category: Meat, Molecules: 2"
cucurbita,ingredient,0.0,0.108,0.353,0.118,0.402,"Category: Gourd, Molecules: 102"
